customer_unique_id,cluster_id,assigned_friction,assigned_package,intervention_cost,P0_original_probability,P_new_counterfactual_probability,delta_P,delta_CLV,x_i_selected_100pct_budget,x_i_selected_unconstrained
016a5760b723a3a0bcb4b294d4bc6b45,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.18914825,0.13288495,0.0,0.0,0,0
016e68615e12298a0a004a44d3b78579,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.17085177,0.7148566,0.54400486,0.0,0,0
017ae1edebbc1749a64a520e37633c3c,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.31660786,0.23534153,0.0,0.0,0,0
017fe3adcd1989f1ea8bac1848bd1b94,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.20009938,0.15275961,0.0,0.0,0,0
018864afd6d3af6af6e3cf1245fc5ff8,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.25457826,0.22132108,0.0,0.0,0,0
01922cf678f7c6d925421a273a885fbf,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.2536863,0.21461011,0.0,0.0,0,0
0192a97d19fd891f0a4453609753b886,3,logistics,Experience Recovery (Gói Bồi Thường Trải Nghiệm),10.025694444444445,0.17669392,0.17669392,0.0,0.0,0,0
019441bdb2c9b0b1990cac725c427960,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.21048625,0.16869475,0.0,0.0,0,0
0199358f4d397a51c763be597977ddd1,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.24535124,0.23647526,0.0,0.0,0,0
01a17507586f0f10f52e7e86ac73e1f7,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.21048625,0.16869475,0.0,0.0,0,0
01a4788c8bd6d0d6a5b16ccdfd393b74,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.17586158,0.17134117,0.0,0.0,0,0
01a4fe5fc00bbdb0b0a4af5a5345cca5,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.19248,0.1893448,0.0,0.0,0,0
01c19b1261325781dcf2f82c9892f80e,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.22797915,0.18277642,0.0,0.0,0,0
01c7e32e214b3b0c31b7460a08e89ec9,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.16962898,0.16962898,0.0,0.0,0,0
01c849814dd6cd478f0ee6343414acb7,2,review,Service Resolution (Gói Chăm Sóc & Đổi Trả),8.758087935656835,0.15414722,0.14206503,0.0,0.0,0,0
01ca0680cddb7f4c71e3235f08cd16a2,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.21959288,0.23112428,0.011531398,0.12920931123197077,0,0
01cf4a649781b563f650ce1c18b19be6,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.18520579,0.15275961,0.0,0.0,0,0
01dbf5ec2334d02e47a8167d3c2e0837,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.26020068,0.27306822,0.01286754,0.2136655037105083,0,0
01e123d7c7cedf12af483fc17258b9ce,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.18105276,0.13825817,0.0,0.0,0,0
0209f290b5451d357308bc0e90521026,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.20741004,0.19381431,0.0,0.0,0,0
020de21f006326d43b15b28e073f8b4c,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.17814787,0.17936762,0.0012197495,0.08278317546844483,0,0
021ac5734c4f62601583998bf0de4e03,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.32395083,0.24146569,0.0,0.0,0,0
0220755d57fdf6a1f63f39f51bb5fb90,2,review,Service Resolution (Gói Chăm Sóc & Đổi Trả),8.758087935656835,0.16652821,0.14548361,0.0,0.0,0,0
0225a15f6d472b6aff9f2ea45e9a563f,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.16810967,0.17604423,0.007934555,0.28207344487309455,0,0
02379fc0d5e683d41ccde86f75bbfaf4,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.18017133,0.1169151,0.0,0.0,0,0
023986b2b457eb7ffc5a7669a6dad6fa,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.1801837,0.16720173,0.0,0.0,0,0
024676cef113f6c81db6c5b8d29e5ee9,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.16198705,0.17836726,0.016380206,0.40319876454770565,0,0
0246b5fda21cce422b91be62bca9c9ff,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.17397037,0.12365951,0.0,0.0,0,0
024e448ec8650b88a45e9f6049eec02b,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.20130977,0.17343745,0.0,0.0,0,0
0255fc149c1f191319c8c431479e5d8c,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.15753235,0.6659282,0.50839585,0.0,0,0
02798e1b3a37c163dffad98b3c6de007,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.2238109,0.21048625,0.0,0.0,0,0
02943af04041ca7713d7ef096d5d7a8a,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.18241023,0.14858478,0.0,0.0,0,0
029d944cf2f7fc6640e877c5c3612509,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.18846376,0.13218334,0.0,0.0,0,0
02a12dc286c290872d5a263fb9af0dfd,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.19918212,0.21461011,0.015427992,0.3464355546981096,0,0
02a2144d4ae1760a74cedd6b5bfea147,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.1703131,0.16575049,0.0,0.0,0,0
02a9f0e03fc4867dc04993af70d4a300,3,logistics,Experience Recovery (Gói Bồi Thường Trải Nghiệm),10.025694444444445,0.15453547,0.15453547,0.0,0.0,0,0
02aff8daa5b3527989a29500ff1e8e10,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.25422335,0.17671786,0.0,0.0,0,0
02b2ee0aa7ac4b3db5463ec3863ff8f7,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.20074868,0.20450467,0.0037559867,0.031944666802883145,0,0
02ba7b822bc05258fc0b790a1a54bc36,2,review,Service Resolution (Gói Chăm Sóc & Đổi Trả),8.758087935656835,0.15971823,0.25411078,0.09439255,1.0958975400030613,0,0
02bc079a58dfe937bdc5d97c8bac00ac,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.2148685,0.18277642,0.0,0.0,0,0
02c53d2e9785a8da9dffe8d77a2cd882,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.15979165,0.16575049,0.0059588403,0.3459106765687465,0,0
02d048906b641ff05be0b58e1535f1de,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.17642766,0.17642766,0.0,0.0,0,0
02d11346c78159884066cdd2a5e0e102,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.16198705,0.17836726,0.016380206,0.4017245460301637,0,0
02da4d32a2cf298f82d850d77481da0c,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.2581178,0.21768057,0.0,0.0,0,0
02dae28f5d185f91a95c80fb5d6f8c35,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.17796513,0.18277642,0.004811287,0.3028945684432983,0,0
02e8a66528e84b3ca6150d9b1e03a26f,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.16475795,0.16475795,0.0,0.0,0,0
02f0b9bfb586602fe903d94044170b14,2,review,Service Resolution (Gói Chăm Sóc & Đổi Trả),8.758087935656835,0.1545643,0.18818484,0.033620536,0.0,0,0
02f48e6162070920cbb44ea74b892b9d,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.17604423,0.17604423,0.0,0.0,0,0
02ffbc0fcb6a02eeabdd52e91b5f854f,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.21995065,0.27981487,0.059864223,0.8052037315070629,0,0
0304e4d219a41f8976eecf4c06cd87a7,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.2503487,0.31960016,0.06925148,0.7759628078341483,0,0
0316bfd30c85ed27c45b5b63641464e3,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.16900094,0.1325575,0.0,0.0,0,0
0318f66ddf6aa615fdb10d6d7b596194,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.2758766,0.2758766,0.0,0.0,0,0
031e19fc630c4121f1238716f41675c3,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.21704917,0.16082954,0.0,0.0,0,0
031f055c013d9b147263937cc2d5b6a2,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.29806995,0.24832015,0.0,0.0,0,0
032221fa9b8b46b7126d09ea2c5f6d89,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.17760755,0.13788173,0.0,0.0,0,0
032573996a6b19166a327f7d4c7eda5b,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.21256359,0.18277642,0.0,0.0,0,0
03392938a6a21912ddfce67179fed14c,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.15017311,0.18360771,0.0334346,1.278722980454564,0,0
03459ab284a12b6d17eaf5b9c1c5b357,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.19091472,0.19091472,0.0,0.0,0,0
035e7cd88b7450fd33efeca817081a53,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.19571842,0.2054637,0.009745285,0.2551851581409573,0,0
0361e980b28826f4d286ac144d9b319a,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.16963695,0.120396614,0.0,0.0,0,0
03644b2af667f84e80ce998ae8b1cc35,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.16810967,0.17604423,0.007934555,0.42843028671294453,0,0
03658676f008d0d0f8b826340eae3dba,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.17702222,0.16872104,0.0,0.0,0,0
0366651462307b0703818560d1472f9d,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.32395083,0.24146569,0.0,0.0,0,0
0368ec0b951b3786c73190fb53ac5de3,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.17180443,0.14932425,0.0,0.0,0,0
036ae786856e55298c63701d92a65b00,2,review,Service Resolution (Gói Chăm Sóc & Đổi Trả),8.758087935656835,0.2156612,0.19434698,0.0,0.0,0,0
03740c6c6c3c01bfc1ef251683ef3a35,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.18855098,0.2679869,0.079435915,0.9115271218121053,0,0
0378d90f53fc5cc775e447e1eaff6ea3,2,review,Service Resolution (Gói Chăm Sóc & Đổi Trả),8.758087935656835,0.1725472,0.17512888,0.0025816709,0.0,0,0
037d8f5d243514d9ea6e1608a6d532de,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.15431209,0.17604423,0.021732137,2.89178675763309,0,0
0385202835886be536b884d2177cd4c7,2,review,Service Resolution (Gói Chăm Sóc & Đổi Trả),8.758087935656835,0.20168278,0.19279827,0.0,0.0,0,0
0385ae58fa3e1becc2f513ff2aaa97b2,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.17914775,0.17343745,0.0,0.0,0,0
0385c3a53712e33b64f812d3102dc421,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.19231172,0.17343745,0.0,0.0,0,0
038ae1bbbd40a6649eed856e585467ea,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.17201911,0.11051432,0.0,0.0,0,0
03918c171b9f3f81c1a0799589d63b78,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.2237709,0.17343745,0.0,0.0,0,0
03ab3ea477718b0b0718b8fb857b2479,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.27859166,0.24761577,0.0,0.0,0,0
03ad4da45ade1177f901a1af0da11777,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.21891128,0.17772508,0.0,0.0,0,0
03b67e2663060cffc84005d6775fda6a,2,review,Service Resolution (Gói Chăm Sóc & Đổi Trả),8.758087935656835,0.22577462,0.21847855,0.0,0.0,0,0
03bd6312bff2b8bc0b9b621ab23c1169,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.17085177,0.72736,0.55650824,0.0,0,0
03bee27ba16a09388e670f7f837c0733,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.24986167,0.19524245,0.0,0.0,0,0
03c3fd5101315d9169376e91de6882b8,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.22382064,0.18549207,0.0,0.0,0,0
03c4286232d282681d979387068e1d34,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.19248,0.19248,0.0,0.0,0,0
03c6dad4cdb636699af6b02c6484dec3,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.19913316,0.1738276,0.0,0.0,0,0
03cca3425d9c7604e4781b58cb4092bb,2,review,Service Resolution (Gói Chăm Sóc & Đổi Trả),8.758087935656835,0.17063467,0.2571253,0.086490616,2.919058296829462,0,0
03d73cd84b44ec9fa4b642f38964236a,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.16475795,0.12542237,0.0,0.0,0,0
03d9f0637ae0ea5af27cc258a608618a,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.20983808,0.17855132,0.0,0.0,0,0
03da36f44c98d62dfa4dfdbbc8fd6ade,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.15054855,0.7079054,0.55735683,13.794581651687622,1,1
03f73fe651d978936b253769873bc2e9,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.18320276,0.7398289,0.55662614,0.0,0,0
03fb12332795c736187f8e897977eae3,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.16555732,0.13047038,0.0,0.0,0,0
03fbe2c196c3f0812a34c264dcc617a2,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.21847855,0.21048625,0.0,0.0,0,0
03ff22acd3105a26321e2a01d1e8e5e7,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.20770207,0.18277642,0.0,0.0,0,0
0408706c63edeca6b44b24f6f077aa47,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.2004941,0.12348438,0.0,0.0,0,0
040a675b82518d9f4eb2f27f18c1802e,2,review,Service Resolution (Gói Chăm Sóc & Đổi Trả),8.758087935656835,0.18357994,0.19849727,0.014917329,0.8048644836992025,0,0
040f8dcf0a86b8897aaa4eb25e49830f,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.20103788,0.120396614,0.0,0.0,0,0
04135ea9b5a7f3db234797e55e2d4deb,2,review,Service Resolution (Gói Chăm Sóc & Đổi Trả),8.758087935656835,0.16982557,0.19324556,0.023419991,3.794038563966751,0,0
041cb18ac55ec7176dbaaed48ca669fb,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.3177311,0.3177311,0.0,0.0,0,0
042507632a640723b9060d4c617302e5,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.23251311,0.23251311,0.0,0.0,0,0
0427f91f14294337ecae198745d6a95e,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.15230677,0.124887764,0.0,0.0,0,0
042a46a01e06938721ea9fd7fda1e758,2,review,Service Resolution (Gói Chăm Sóc & Đổi Trả),8.758087935656835,0.21475165,0.22669335,0.011941701,0.26815089985728263,0,0
042c603ecf6475679dd96ebbe37c5872,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.19231172,0.17604423,0.0,0.0,0,0
04334bf56d76e503c2b474e3bc129d65,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.17070402,0.13163678,0.0,0.0,0,0
04410a2ffeb2f957aa4b219269d63e92,2,review,Service Resolution (Gói Chăm Sóc & Đổi Trả),8.758087935656835,0.17187317,0.18320276,0.011329591,0.0,0,0
045b2197c52c574f3443d3c74dbdd6ab,2,review,Service Resolution (Gói Chăm Sóc & Đổi Trả),8.758087935656835,0.16507131,0.16589633,0.0008250177,0.02022984628379345,0,0
0462c410423508010e83ec6a0a347923,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.32395083,0.24146569,0.0,0.0,0,0
0470c1594f49ac7997857a1e56c0941b,1,financial,Financial Relief (Gói Kích Cầu Thanh Khoản),5.579183694267516,0.22657762,0.21149199,0.0,0.0,0,0
0473d91d551a30df5027481af9963b8a,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.2066938,0.22137357,0.014679775,0.3633244223892689,0,0
047448ccb9c66b5d0ab04072e735df8d,0,category,Category Re-engagement (Gói Tái Tương Tác Ngành),4.906540713248345,0.20570502,0.16575049,0.0,0.0,0,0
04821927835e6a040f8a83ba4d54d998,2,review,Service Resolution (Gói Chăm Sóc & Đổi Trả),8.758087935656835,0.29975584,0.30407634,0.0043205023,0.2916339039802551,0,0
